Tokenizing,Formalisasi
"['kenapa', 'xl', 'merugikan', 'para', 'penggunax', 'awal', 'saya', 'baca', 'komentar', 'di', 'sini', 'sdkit', 'tdk', 'prcaya', 'tp', 'setelah', 'saya', 'membuktikan', 'saya', 'pakai', 'perdana', 'xl', 'benar', 'benar', 'kecewa', 'diisi', 'pulsa', 'biasa', 'disedot', 'tiap', 'hari', 'katanya', 'biaya', 'internet', 'padahal', 'sebelumnya', 'saya', 'sdh', 'beli', 'paketan', 'internet', 'xl', '&', 'anehnya', 'juga', 'saya', 'punya', 'paket', 'internet', 'gb', 'dg', 'jaringan', 'yg', 'full', 'dan', 'hp', 'saya', 'vivo', 'tp', 'dipakek', 'bukak', 'medsos', 'lemot', 'gag', 'karuan', 'sangat', 'kecewa']","['kenapa', 'xl', 'merugikan', 'para', 'konsumen', 'awal', 'saya', 'baca', 'komentar', 'di', 'sini', 'sedikit', 'tidak', 'percaya', 'tapi', 'setelah', 'saya', 'membuktikan', 'saya', 'pakai', 'perdana', 'xl', 'benar', 'benar', 'kecewa', 'diisi', 'pulsa', 'biasa', 'disedot', 'tiap', 'hari', 'katanya', 'biaya', 'internet', 'padahal', 'sebelumnya', 'saya', 'sdh', 'beli', 'paketan', 'internet', 'xl', '&', 'anehnya', 'juga', 'saya', 'punya', 'paket', 'internet', 'gb', 'dg', 'jaringan', 'yang', 'penuh', 'dan', 'seluler', 'saya', 'vivo', 'tapi', 'dipakek', 'buka', 'media sosial', 'lelet', 'tidak', 'karuan', 'sangat', 'kecewa']"
"['sumpah', 'gatau', 'kenapa', 'jaringan', 'xl', 'makin', 'kesini', 'makin', 'jelek', 'koneksinya', 'udah', 'padahal', 'udh', 'gitu', 'daerah', 'nya', 'masuk', 'voltejuga', 'mau', 'streaming', 'video', 'nugas', 'ato', 'game', 'jadi', 'ngga', 'nyaman', 'perasaan', 'bulan', 'lalu', 'aman', 'aja', 'tapi', 'sekarang', 'tu', 'harus', 'sabar', 'udah', 'nyoba', 'di', 'restart', 'mode', 'pesawat', 'dll', 'tetep', 'aja', 'gaada', 'perubahan', 'kalau', 'cuma', 'sekali', 'dua', 'kali', 'mah', 'masih', 'wajar', 'tiba', 'ilang', 'sinyalnya', 'tapi', 'ini', 'berkali', 'dan', 'hampir', 'tiap', 'hari']","['sumpah', 'gatau', 'kenapa', 'jaringan', 'xl', 'makin', 'kesini', 'makin', 'jelek', 'koneksinya', 'sudah', 'padahal', 'udh', 'gitu', 'daerah', 'nya', 'masuk', 'voltejuga', 'mau', 'streaming', 'video', 'tugas', 'atau', 'game', 'jadi', 'tidak', 'nyaman', 'perasaan', 'bulan', 'lalu', 'aman', 'saja', 'tapi', 'sekarang', 'tu', 'harus', 'sabar', 'sudah', 'coba', 'di', 'restart', 'mode', 'pesawat', 'dan lain lain', 'tetep', 'saja', 'tidak ada uang', 'perubahan', 'kalau', 'cuma', 'sekali', 'dua', 'kali', 'mah', 'masih', 'wajar', 'tiba', 'hilang', 'sinyalnya', 'tapi', 'ini', 'berkali', 'dan', 'hampir', 'tiap', 'hari']"
"['sinyal', 'gimana', 'sih', 'makin', 'lama', 'makin', 'nambah', 'buruk', 'bukannya', 'nambah', 'bagus', 'make', 'kartu', 'lain', 'lancar', 'ini', 'make', 'xl', 'dari', 'dlu', 'malah', 'nambah', 'buruk', 'tolong', 'perbaikin', 'sinyal', 'biar', 'lancar', 'lagi', 'jangan', 'harga', 'mahal', 'sinyal', 'jelek', 'develop', 'tolong', 'banget', 'sinyal', 'nya', 'di', 'perbaiki', 'jadi', 'buat', 'belajar', 'sama', 'ngirim', 'tugas', 'biar', 'tidak', 'lemot', 'lagi', 'apa', 'lgi', 'pas', 'ulangan', 'sinyalnya', 'susah', 'banget', 'jadi', 'kena', 'imbas', 'nya']","['sinyal', 'bagaimana', 'sih', 'makin', 'lama', 'makin', 'nambah', 'buruk', 'bukannya', 'nambah', 'bagus', 'make', 'kartu', 'lain', 'lancar', 'ini', 'make', 'xl', 'dari', 'dulu', 'bahkan', 'nambah', 'buruk', 'tolong', 'perbaikin', 'sinyal', 'biar', 'lancar', 'lagi', 'jangan', 'harga', 'mahal', 'sinyal', 'jelek', 'developmen', 'tolong', 'banget', 'sinyal', 'nya', 'di', 'perbaiki', 'jadi', 'buat', 'belajar', 'sama', 'kirim', 'tugas', 'biar', 'tidak', 'lelet', 'lagi', 'apa', 'lagi', 'pas', 'ulangan', 'sinyalnya', 'susah', 'banget', 'jadi', 'kena', 'imbas', 'nya']"
"['saya', 'rugi', 'ribu', 'gegara', 'xl', 'saya', 'isi', 'pulsa', 'ribu', 'lalu', 'saya', 'masuk', 'ke', 'aplikasi', 'my', 'xl', 'ternyata', 'ada', 'bonus', 'isi', 'pulsa', 'yaitu', 'kuota', 'sebesar', 'gb', 'dengan', 'biaya', 'rupiah', 'lalu', 'saya', 'ambil', 'tiba', 'tiba', 'pulsa', 'saya', 'habis', 'jadi', 'seribu', 'aneh', 'kenapa', 'tiba', 'tiba', 'pulsa', 'yang', 'berkurang', 'bukannya', 'paket', 'internet', 'yang', 'berkurang', 'setelah', 'saya', 'nanya', 'ke', 'layanan', 'my', 'xl', 'ternyata', 'ada', 'fitur', 'kontrol', 'pulsa', 'saya', 'sama', 'sekali', 'enggak', 'tau', 'dan', 'baru', 'tau', 'fitur', 'itu', 'ketika', 'saya', 'dirugikan', 'saya', 'seorang', 'pelajar', 'dengan', 'keuangan', 'yang', 'miskin']","['saya', 'rugi', 'ribu', 'gegara', 'xl', 'saya', 'isi', 'pulsa', 'ribu', 'lalu', 'saya', 'masuk', 'ke', 'aplikasi', 'my', 'xl', 'ternyata', 'ada', 'bonus', 'isi', 'pulsa', 'yaitu', 'kuota', 'sebesar', 'gb', 'dengan', 'biaya', 'rupiah', 'lalu', 'saya', 'ambil', 'tiba', 'tiba', 'pulsa', 'saya', 'habis', 'jadi', 'seribu', 'aneh', 'kenapa', 'tiba', 'tiba', 'pulsa', 'yang', 'berkurang', 'bukannya', 'paket', 'internet', 'yang', 'berkurang', 'setelah', 'saya', 'bertanya', 'ke', 'layanan', 'my', 'xl', 'ternyata', 'ada', 'fitur', 'kontrol', 'pulsa', 'saya', 'sama', 'sekali', 'tidak', 'tahu', 'dan', 'baru', 'tahu', 'fitur', 'itu', 'ketika', 'saya', 'dirugikan', 'saya', 'seorang', 'pelajar', 'dengan', 'keuangan', 'yang', 'miskin']"
"['hai', 'saya', 'sebagai', 'salah', 'satu', 'pengguna', 'xl', 'sangat', 'kecewa', 'dan', 'miris', 'sekali', 'karena', 'setiap', 'saya', 'membuka', 'my', 'xl', 'selalu', 'saja', 'susah', 'dan', 'lama', 'loadingnya', 'padahal', 'sinnyalnya', 'penuh', 'dan', 'setiap', 'menggunakan', 'internet', 'sering', 'kali', 'hilang', 'sinyal', 'dan', 'kembali', 'lagi', 'padahal', 'saya', 'berada', 'dikota', 'besar', 'dan', 'saya', 'rasa', 'iklan', 'xl', 'tidak', 'sesuai', 'dengan', 'kenyataan', 'yg', 'ada', 'maaf', 'memang', 'itu', 'yg', 'saya', 'alami', 'thanks']","['hai', 'saya', 'sebagai', 'salah', 'satu', 'pengguna', 'xl', 'sangat', 'kecewa', 'dan', 'miris', 'sekali', 'karena', 'setiap', 'saya', 'membuka', 'my', 'xl', 'selalu', 'saja', 'susah', 'dan', 'lama', 'menunggu', 'padahal', 'sinyal', 'penuh', 'dan', 'setiap', 'menggunakan', 'internet', 'sering', 'kali', 'hilang', 'sinyal', 'dan', 'kembali', 'lagi', 'padahal', 'saya', 'berada', 'dikota', 'besar', 'dan', 'saya', 'rasa', 'iklan', 'xl', 'tidak', 'sesuai', 'dengan', 'kenyataan', 'yang', 'ada', 'maaf', 'memang', 'itu', 'yang', 'saya', 'alami', 'terima kasih']"
"['ini', 'saya', 'beli', 'paket', 'akrab', 'kok', 'gabisa', 'ngundang', 'nomer', 'lain', 'notifnya', 'bilang', 'gunakan', 'nomor', 'yg', 'belum', 'terdaftar', 'paket', 'akarab', 'sebelumnya', 'pdahal', 'nomer', 'yg', 'saya', 'undang', 'memang', 'blm', 'terdaftar', 'kendalanya', 'apa']","['ini', 'saya', 'beli', 'paket', 'akrab', 'kok', 'tidak bisa', 'undang', 'nomor', 'lain', 'notifnya', 'bilang', 'gunakan', 'nomor', 'yang', 'belum', 'terdaftar', 'paket', 'akrab', 'sebelumnya', 'padahal', 'nomor', 'yang', 'saya', 'undang', 'memang', 'belum', 'terdaftar', 'kendalanya', 'apa']"
"['kok', 'ini', 'aplikasi', 'mhxl', 'cek', 'kuota', 'update', 'update', 'terus', 'berulang', 'ulang', 'kali', 'ni', 'dah', 'kesekian', 'kalinya', 'maunya', 'sekali', 'update', 'saja', 'bar', 'ng', 'banyak', 'makan', 'data', 'tolong', 'diperbaiki', 'bar', 'pemakai', 'xl', 'merasa', 'nyaman', 'smua', 'ok']","['kok', 'ini', 'aplikasi', 'mhxl', 'cek', 'kuota', 'terbaru', 'terbaru', 'terus', 'berulang', 'ulang', 'kali', 'ini', 'sudah', 'kesekian', 'kalinya', 'maunya', 'sekali', 'terbaru', 'saja', 'bar', 'ng', 'banyak', 'makan', 'data', 'tolong', 'diperbaiki', 'bar', 'pemakai', 'xl', 'merasa', 'nyaman', 'semua', 'ok']"
"['saran', 'untuk', 'teman', 'teman', 'pengguna', 'kartu', 'xl', 'apabila', 'kita', 'isi', 'ulang', 'pulsa', 'rb', 'keatas', 'harus', 'cepat', 'digunakan', 'untuk', 'pembelian', 'kuota', 'internet', 'agar', 'pulsa', 'tersebut', 'tidak', 'hilang', 'raib', 'dengan', 'sendirinya', 'meskipun', 'kuota', 'internet', 'sisa', 'sebelumnya', 'masih', 'banyak', 'namun', 'yang', 'tersedot', 'adalah', 'pulsa', 'sangat', 'disayangkan', 'bukan', 'kita', 'sudah', 'beli', 'pulsa', 'mahal', 'mahal', 'untuk', 'persiapan', 'beli', 'kuota', 'internet', 'selanjutnya', 'malah', 'pulsa', 'tersebut', 'hilang', 'raib', 'operator', 'tolong', 'lindungi', 'pulsa', 'para', 'konsumen', 'terima', 'kasih']","['saran', 'untuk', 'teman', 'teman', 'pengguna', 'kartu', 'xl', 'apabila', 'kita', 'isi', 'ulang', 'pulsa', 'ribu', 'keatas', 'harus', 'cepat', 'digunakan', 'untuk', 'pembelian', 'kuota', 'internet', 'agar', 'pulsa', 'tersebut', 'tidak', 'hilang', 'raib', 'dengan', 'sendirinya', 'meskipun', 'kuota', 'internet', 'sisa', 'sebelumnya', 'masih', 'banyak', 'namun', 'yang', 'tersedot', 'adalah', 'pulsa', 'sangat', 'disayangkan', 'bukan', 'kita', 'sudah', 'beli', 'pulsa', 'mahal', 'mahal', 'untuk', 'persiapan', 'beli', 'kuota', 'internet', 'selanjutnya', 'bahkan', 'pulsa', 'tersebut', 'hilang', 'raib', 'operator', 'tolong', 'lindungi', 'pulsa', 'para', 'konsumen', 'terima', 'kasih']"
"['saya', 'mau', 'komplen', 'sebagai', 'pengguna', 'xl', 'prioritas', 'pembayaran', 'booster', 'senila', 'rupiah', 'lewat', 'gopay', 'sudah', 'diambil', 'oleh', 'pihak', 'xl', 'tapi', 'paket', 'internet', 'gb', 'hari', 'yang', 'saya', 'inginkan', 'tak', 'kunjung', 'datang', 'mohon', 'secepatnya', 'diproses', 'agar', 'sesuai', 'dengan', 'harapan']","['saya', 'mau', 'komplain', 'sebagai', 'pengguna', 'xl', 'prioritas', 'pembayaran', 'pendorong', 'nilai', 'rupiah', 'lewat', 'gopay', 'sudah', 'diambil', 'oleh', 'pihak', 'xl', 'tapi', 'paket', 'internet', 'gb', 'hari', 'yang', 'saya', 'inginkan', 'tidak', 'kunjung', 'datang', 'mohon', 'secepatnya', 'diproses', 'agar', 'sesuai', 'dengan', 'harapan']"
"['aplikasi', 'jelek', 'udh', 'di', 'update', 'ttp', 'gabisa', 'dibuka', 'loading', 'terus', 'error', 'gak', 'jelas', 'pokoknya', 'jelek', 'nyusahin', 'orang', 'aja', 'padahal', 'kan', 'perlu', 'internet', 'kalo', 'ga', 'bisa', 'gini', 'mau', 'gmn', 'udah', 'pada', 'ganti', 'aja', 'ke', 'provider', 'yang', 'lain', 'deh', 'xl', 'makin', 'lama', 'makin', 'aneh', 'lemot', 'jangan', 'pake', 'lagi', 'setiap', 'jumat', 'dipake', 'google', 'meet', 'selalu', 'gak', 'ada', 'sinyal', 'edge', 'jelek', 'bgt', 'pokoknya']","['aplikasi', 'jelek', 'udh', 'di', 'terbaru', 'ttp', 'tidak bisa', 'dibuka', 'loading', 'terus', 'error', 'gak', 'jelas', 'pokoknya', 'jelek', 'nyusahin', 'orang', 'saja', 'padahal', 'kan', 'perlu', 'internet', 'kalau', 'ga', 'bisa', 'gini', 'mau', 'gmn', 'sudah', 'pada', 'ganti', 'saja', 'ke', 'provider', 'yang', 'lain', 'deh', 'xl', 'makin', 'lama', 'makin', 'aneh', 'lelet', 'jangan', 'pakai', 'lagi', 'setiap', 'jumat', 'dipake', 'google', 'bertemu', 'selalu', 'gak', 'ada', 'sinyal', 'edge', 'jelek', 'banget', 'pokoknya']"
"['min', 'mau', 'nanya', 'xl', 'banyak', 'yg', 'korupsi', 'yah', 'seharusnya', 'uang', 'hasil', 'pembelian', 'apapun', 'xl', 'itu', 'untuk', 'memaksimal', 'kan', 'sinyal', 'dan', 'memperkuatnya', 'tapi', 'kenapa', 'makin', 'kesini', 'udh', 'mahal', 'sinyal', 'jelek', 'parah', 'yah', 'kalo', 'memang', 'banyak', 'yg', 'korup', 'mending', 'anda', 'tutup', 'merugikan', 'jaringan', 'anda', 'di', 'bandingkan', 'sinyal', 'lain', 'anda', 'lebih', 'parah', 'semoga', 'kedepannya', 'bisa', 'bangkrut', 'dan', 'hilang', 'dari', 'indonesia', 'yah', 'karna', 'merugikan']","['min', 'mau', 'bertanya', 'xl', 'banyak', 'yang', 'korupsi', 'yah', 'seharusnya', 'uang', 'hasil', 'pembelian', 'apapun', 'xl', 'itu', 'untuk', 'memaksimal', 'kan', 'sinyal', 'dan', 'memperkuatnya', 'tapi', 'kenapa', 'makin', 'kesini', 'udh', 'mahal', 'sinyal', 'jelek', 'parah', 'yah', 'kalau', 'memang', 'banyak', 'yang', 'korupsi', 'lebih baik', 'anda', 'tutup', 'merugikan', 'jaringan', 'anda', 'di', 'bandingkan', 'sinyal', 'lain', 'anda', 'lebih', 'parah', 'semoga', 'kedepannya', 'bisa', 'bangkrut', 'dan', 'hilang', 'dari', 'indonesia', 'yah', 'karena', 'merugikan']"
"['selamat', 'siang', 'min', 'tgl', 'desember', 'saya', 'isi', 'paket', 'xtra', 'combo', 'reguler', 'yg', 'seharga', 'rp', 'tapi', 'paket', 'nya', 'hari', 'ini', 'tiba', 'tiba', 'berubah', 'jadi', 'hanya']","['selamat', 'siang', 'min', 'tanggal', 'desember', 'saya', 'isi', 'paket', 'xtra', 'kombo', 'reguler', 'yang', 'seharga', 'rupiah', 'tapi', 'paket', 'nya', 'hari', 'ini', 'tiba', 'tiba', 'berubah', 'jadi', 'hanya']"
"['hai', 'kenapa', 'saya', 'gabisa', 'nge', 'klaim', 'bonus', 'unlimited', 'saya', 'tiap', 'nge', 'klik', 'tulisan', 'klaim', 'pasti', 'kembali', 'sendiri', 'hpnya', 'ke', 'layar', 'utama', 'saya', 'coba', 'lagi', 'gitu', 'lagi', 'tulisannya', 'mohon', 'dijawab', 'yaa', 'nanti', 'kalo', 'udah', 'bisa', 'ratingnya', 'saya', 'ganti', 'edit', 'eh', 'udah', 'bisa', 'deh', 'habis', 'update', 'aplikasi', 'langsung', 'bisa', 'deh']","['hai', 'kenapa', 'saya', 'tidak bisa', 'nge', 'klaim', 'bonus', 'unlimited', 'saya', 'tiap', 'nge', 'klik', 'tulisan', 'klaim', 'pasti', 'kembali', 'sendiri', 'hpnya', 'ke', 'layar', 'utama', 'saya', 'coba', 'lagi', 'gitu', 'lagi', 'tulisannya', 'mohon', 'dijawab', 'yaa', 'nanti', 'kalau', 'sudah', 'bisa', 'ratingnya', 'saya', 'ganti', 'edit', 'eh', 'sudah', 'bisa', 'deh', 'habis', 'terbaru', 'aplikasi', 'langsung', 'bisa', 'deh']"
"['sinyal', 'nggak', 'stabil', 'kadang', 'tiba', 'tiba', 'hilang', 'sendiri', 'beli', 'voucher', 'kuota', 'gb', 'diaktifkan', 'dapet', 'notif', 'masuk', 'kuota', 'gb', 'tapi', 'pas', 'dicek', 'di', 'aplikasi', 'cuma', 'yg', 'gb', 'kemana']","['sinyal', 'tidak', 'stabil', 'kadang', 'tiba', 'tiba', 'hilang', 'sendiri', 'beli', 'voucer', 'kuota', 'gb', 'diaktifkan', 'dapat', 'notif', 'masuk', 'kuota', 'gb', 'tapi', 'pas', 'dicek', 'di', 'aplikasi', 'cuma', 'yang', 'gb', 'kemana']"
"['tadi', 'saya', 'habis', 'beli', 'paket', 'xtra', 'combo', 'lite', 'gb', 'lewat', 'aplikasi', 'tapi', 'kenapa', 'yang', 'masuk', 'cuma', 'gb', 'yang', 'gb', 'kemana', 'heyy', 'xl', 'sebelumnya', 'saya', 'ngisi', 'beli', 'voucher', 'di', 'konter', 'pulsa', 'aman', 'aja', 'beli', 'gb', 'yang', 'masuk', 'gb', 'giliran', 'beli', 'di', 'aplikasi', 'malah', 'ke', 'potong', 'ini', 'gimana', 'sih', 'masa', 'harus', 'pindah', 'provider', 'lagi']","['tadi', 'saya', 'habis', 'beli', 'paket', 'xtra', 'kombo', 'lite', 'gb', 'lewat', 'aplikasi', 'tapi', 'kenapa', 'yang', 'masuk', 'cuma', 'gb', 'yang', 'gb', 'kemana', 'heyy', 'xl', 'sebelumnya', 'saya', 'mengisi', 'beli', 'voucer', 'di', 'konter', 'pulsa', 'aman', 'saja', 'beli', 'gb', 'yang', 'masuk', 'gb', 'giliran', 'beli', 'di', 'aplikasi', 'bahkan', 'ke', 'potong', 'ini', 'bagaimana', 'sih', 'masa', 'harus', 'pindah', 'provider', 'lagi']"
"['woi', 'knp', 'ga', 'bisa', 'beli', 'paket', 'mini', 'combo', 'batal', 'tros', 'tolol', 'tiba', 'pas', 'buka', 'aplikasi', 'nya', 'lagi', 'pulsa', 'ke', 'sedot', 'ah', 'tolol', 'sumpah', 'padahal', 'mau', 'beli', 'yg', 'gb', 'rb', 'gagal', 'tros', 'ajg', 'asu', 'ga', 'niat', 'kerja', 'apa', 'gmn', 'seh', 'ah', 'rugi', 'saya']","['woi', 'kenapa', 'ga', 'bisa', 'beli', 'paket', 'mini', 'kombo', 'batal', 'terus', 'tolol', 'tiba', 'pas', 'buka', 'aplikasi', 'nya', 'lagi', 'pulsa', 'ke', 'sedot', 'ah', 'tolol', 'sumpah', 'padahal', 'mau', 'beli', 'yang', 'gb', 'ribu', 'gagal', 'terus', 'anjing', 'anjing', 'ga', 'niat', 'kerja', 'apa', 'gmn', 'seh', 'ah', 'rugi', 'saya']"
"['kenapa', 'jaringan', 'lemot', 'terus', 'keteter', 'harus', 'bayar', 'tiap', 'bulan', 'ratus', 'ratus', 'ribu', 'mau', 'berhentinya', 'susah', 'banget', 'harus', 'ke', 'xl', 'center', 'nya', 'sangat', 'kecewa', 'banget', 'lebih', 'dari', 'tahun', 'pake', 'xl', 'pake', 'xl', 'pasca', 'bayar', 'sudah', 'bulan', 'tapi', 'giliran', 'akitifin', 'data', 'xl', 'malah', 'lemot', 'terus', 'padahal', 'sudah', 'di', 'ruangan', 'terbuka', 'di', 'atas', 'pula', 'masih', 'tetep', 'lemot']","['kenapa', 'jaringan', 'lelet', 'terus', 'keteter', 'harus', 'bayar', 'tiap', 'bulan', 'ratus', 'ratus', 'ribu', 'mau', 'berhentinya', 'susah', 'banget', 'harus', 'ke', 'xl', 'center', 'nya', 'sangat', 'kecewa', 'banget', 'lebih', 'dari', 'tahun', 'pakai', 'xl', 'pakai', 'xl', 'pasca', 'bayar', 'sudah', 'bulan', 'tapi', 'giliran', 'akitifin', 'data', 'xl', 'bahkan', 'lelet', 'terus', 'padahal', 'sudah', 'di', 'ruangan', 'terbuka', 'di', 'atas', 'pula', 'masih', 'tetep', 'lelet']"
"['terima', 'kasih', 'akhirnya', 'saya', 'sdh', 'bisa', 'menggunakan', 'aplikasi', 'pembelian', 'paket', 'di', 'myxl', 'tapi', 'kadang', 'masih', 'ada', 'kelambatan', 'membuka', 'pilihan', 'pembelian', 'paketnya', 'semoga', 'xl', 'axiata', 'semakin', 'maju']","['terima', 'kasih', 'akhirnya', 'saya', 'sdh', 'bisa', 'menggunakan', 'aplikasi', 'pembelian', 'paket', 'di', 'myxl', 'tapi', 'kadang', 'masih', 'ada', 'kelambatan', 'membuka', 'pilihan', 'pembelian', 'paketnya', 'semoga', 'xl', 'axiata', 'semakin', 'maju']"
"['parah', 'sih', 'beli', 'paket', 'internet', 'yang', 'satu', 'hilang', 'nanya', 'sama', 'agent', 'live', 'chat', 'gak', 'efisien', 'berjam', 'jam', 'dan', 'gak', 'dapet', 'jawaban', 'yang', 'memuaskan', 'padahal', 'baru', 'mau', 'coba', 'pake', 'xl', 'tapi', 'langsung', 'dapet', 'kecewa']","['parah', 'sih', 'beli', 'paket', 'internet', 'yang', 'satu', 'hilang', 'bertanya', 'sama', 'agen', 'langsung', 'pesan', 'gak', 'efisien', 'berjam', 'jam', 'dan', 'gak', 'dapat', 'jawaban', 'yang', 'puas', 'padahal', 'baru', 'mau', 'coba', 'pakai', 'xl', 'tapi', 'langsung', 'dapat', 'kecewa']"
"['bagaimana', 'ini', 'xl', 'saya', 'beli', 'paket', 'dari', 'aplikasi', 'myxl', 'sudah', 'memotong', 'gopay', 'saya', 'dan', 'berhasil', 'dari', 'laporan', 'gopay', 'nya', 'tapi', 'paket', 'data', 'nya', 'tidak', 'masuk', 'masuk', 'dan', 'sekarang', 'malah', 'ga', 'bisa', 'masuk', 'aplikasi', 'myxl', 'nya', 'untuk', 'komplen']","['bagaimana', 'ini', 'xl', 'saya', 'beli', 'paket', 'dari', 'aplikasi', 'myxl', 'sudah', 'memotong', 'gopay', 'saya', 'dan', 'berhasil', 'dari', 'laporan', 'gopay', 'nya', 'tapi', 'paket', 'data', 'nya', 'tidak', 'masuk', 'masuk', 'dan', 'sekarang', 'bahkan', 'ga', 'bisa', 'masuk', 'aplikasi', 'myxl', 'nya', 'untuk', 'komplain']"
"['wah', 'parah', 'xl', 'sdah', 'pulsa', 'terpotong', 'via', 'gopay', 'tapi', 'kuota', 'gak', 'kunjung', 'datang', 'ditunggu', 'dari', 'pagi', 'sampai', 'sore', 'belum', 'masuk', 'bahkan', 'di', 'app', 'gak', 'ada', 'tempat', 'mencari', 'info', 'pemberitahuan', 'sukses', 'parah', 'banget', 'kasihan', 'yg', 'nunggu', 'bagaimana', 'ini', 'chat', 'maya', 'juga', 'jawab', 'gak', 'nyambung', 'nunggu', 'cs', 'tapi', 'antrian', 'parah']","['wah', 'parah', 'xl', 'sdah', 'pulsa', 'terpotong', 'melalui', 'gopay', 'tapi', 'kuota', 'gak', 'kunjung', 'datang', 'ditunggu', 'dari', 'pagi', 'sampai', 'sore', 'belum', 'masuk', 'bahkan', 'di', 'app', 'gak', 'ada', 'tempat', 'mencari', 'informasi', 'pemberitahuan', 'sukses', 'parah', 'banget', 'kasih', 'yang', 'nunggu', 'bagaimana', 'ini', 'pesan', 'maya', 'juga', 'jawab', 'gak', 'nyambung', 'nunggu', 'cs', 'tapi', 'antrian', 'parah']"
"['sudah', 'beli', 'paket', 'internet', 'dari', 'pagi', 'tadi', 'dan', 'transaksi', 'berhasil', 'tapi', 'paket', 'tidak', 'kunjung', 'terdaftar', 'padahal', 'sudah', 'tersedot', 'dana', 'nya', 'ini', 'gimana', 'sih']","['sudah', 'beli', 'paket', 'internet', 'dari', 'pagi', 'tadi', 'dan', 'transaksi', 'berhasil', 'tapi', 'paket', 'tidak', 'kunjung', 'terdaftar', 'padahal', 'sudah', 'tersedot', 'dana', 'nya', 'ini', 'bagaimana', 'sih']"
"['sistem', 'unlimited', 'nya', 'udah', 'gak', 'kayak', 'dulu', 'apalagi', 'signal', 'nya', 'sekarang', 'lemot', 'parah', 'hp', 'dikeluargaku', 'pakai', 'xl', 'sorry', 'min', 'admin', 'ini', 'bentuk', 'loyal', 'konsumen', 'asvv']","['sistem', 'unlimited', 'nya', 'sudah', 'gak', 'kayak', 'dulu', 'apalagi', 'sinyal', 'nya', 'sekarang', 'lelet', 'parah', 'seluler', 'dikeluargaku', 'pakai', 'xl', 'maaf', 'min', 'admin', 'ini', 'bentuk', 'loyal', 'konsumen', 'anjing']"
"['kecewa', 'banget', 'signal', 'bar', 'sampe', 'bar', 'paket', 'internet', 'baru', 'beli', 'gak', 'bisa', 'buat', 'apa', 'sekedar', 'kirim', 'pesan', 'wa', 'aja', 'susahnya', 'minta', 'ampun', 'kalo', 'kayak', 'gini', 'terus', 'mending', 'pindah', 'provider', 'aja']","['kecewa', 'banget', 'sinyal', 'bar', 'sampai', 'bar', 'paket', 'internet', 'baru', 'beli', 'gak', 'bisa', 'buat', 'apa', 'sekedar', 'kirim', 'pesan', 'wa', 'saja', 'susahnya', 'minta', 'ampun', 'kalau', 'kayak', 'gini', 'terus', 'lebih baik', 'pindah', 'provider', 'saja']"
"['kenapa', 'aplikasi', 'myxl', 'saya', 'tidak', 'bisa', 'dibuka', 'setiap', 'saya', 'masuk', 'aplikasi', 'myxl', 'selalu', 'ada', 'tulisan', 'aplikasi', 'tidak', 'menanggapi', 'anda', 'ingin', 'menutupnya', 'kenapa', 'selalu', 'begitu', 'padahal', 'saya', 'sangat', 'membutuhkan', 'aplikasi', 'ini', 'untuk', 'saya', 'mengecek', 'paket', 'data', 'dan', 'pulsa', 'customer', 'service', 'xl', 'tolong', 'solusinya']","['kenapa', 'aplikasi', 'myxl', 'saya', 'tidak', 'bisa', 'dibuka', 'setiap', 'saya', 'masuk', 'aplikasi', 'myxl', 'selalu', 'ada', 'tulisan', 'aplikasi', 'tidak', 'menanggapi', 'anda', 'ingin', 'menutupnya', 'kenapa', 'selalu', 'begitu', 'padahal', 'saya', 'sangat', 'membutuhkan', 'aplikasi', 'ini', 'untuk', 'saya', 'mengecek', 'paket', 'data', 'dan', 'pulsa', 'konsumen', 'service', 'xl', 'tolong', 'solusinya']"
"['xl', 'sy', 'akui', 'sinyal', 'nya', 'bagus', 'bgt', 'tp', 'hanya', 'saja', 'boros', 'nya', 'mnta', 'ampun', 'gb', 'cm', 'brthan', 'mggu', 'beda', 'sm', 'simcard', 'yg', 'ke', 'tsel', 'sya', 'sm', 'gb', 'tp', 'cukup', 'sebulan', 'pdhal', 'pemakaian', 'sama', 'tp', 'xl', 'lbih', 'boros']","['xl', 'saya', 'akui', 'sinyal', 'nya', 'bagus', 'banget', 'tapi', 'hanya', 'saja', 'boros', 'nya', 'minta', 'ampun', 'gb', 'cm', 'bertahan', 'mggu', 'beda', 'sm', 'kartu', 'yang', 'ke', 'tsel', 'sya', 'sm', 'gb', 'tapi', 'cukup', 'sebulan', 'padahal', 'pemakaian', 'sama', 'tapi', 'xl', 'lebih', 'boros']"
