Ulasan,Term,TF,IDF,TF-IDF
 ulasan15,parah,1,3.646074902273905,0.23261760384613417
 ulasan15,sdh,1,5.075541435259004,0.32381679437122635
 ulasan15,sinyal,1,2.340410275554124,0.1493169078827038
 ulasan15,stabil,1,4.1475546636216585,0.2646117409905176
 ulasan15,tidak,1,2.039457866181446,0.1301163071774542
 ulasan15,tolong,1,2.506077397442941,0.15988638052459278
 ulasan16,bagus,1,2.932021036894646,0.27330816867600705
 ulasan16,banget,2,2.884874258468944,0.5378267689905609
 ulasan16,jelek,1,3.6602595372658615,0.3411908776986607
 ulasan16,malam,1,4.38239425469906,0.4085046229533899
 ulasan16,siang,1,5.711530201979001,0.532399952182429
 ulasan16,sinyal,1,2.340410275554124,0.21816120631919964
 ulasan16,xl,1,1.5808179955860258,0.1473558565736912
 ulasan17,alami,1,5.200704578213011,0.15165379471480922
 ulasan17,an,1,5.269697449699962,0.15366564341952116
 ulasan17,bagus,1,2.932021036894646,0.08549843771005111
 ulasan17,baik,1,2.475032775760981,0.07217255024638447
 ulasan17,banget,1,2.884874258468944,0.08412362632645723
 ulasan17,bayar,1,4.271168619588835,0.1245483028859191
 ulasan17,beli,1,2.3674912341567946,0.06903661306162723
 ulasan17,bohong,1,5.6061696863211745,0.16347725466034255
 ulasan17,buka,1,3.172556330920725,0.09251250466065482
 ulasan17,data,1,3.264363880173848,0.09518963484913533
 ulasan17,diskon,1,4.730700948967275,0.13794837599069096
 ulasan17,emang,1,5.13616605707544,0.14977183593622434
 ulasan17,gede,1,5.962844630259907,0.1738779816992521
 ulasan17,habis,1,3.5520459526256287,0.10357851318333289
 ulasan17,iya,1,2.932021036894646,0.08549843771005111
 ulasan17,jaring,1,2.3596786944200008,0.06880879752632295
 ulasan17,kakak,2,5.51085950651685,0.3213959738473077
 ulasan17,kecewa,1,3.2547944291576973,0.09491058735891326
 ulasan17,kipak,1,7.215607598755275,0.2104088507754171
 ulasan17,konfirmasi,1,6.29931686688112,0.1836895929400735
 ulasan17,konsumen,2,3.303584593327129,0.19266664053107418
 ulasan17,lumayan,1,4.773260563386071,0.13918942457000236
 ulasan17,masuk,1,3.1465808445174646,0.09175505323779953
 ulasan17,on,1,5.829313237635384,0.16998417421595524
 ulasan17,pakai,1,2.5712166996139025,0.07497729656940438
 ulasan17,paket,2,2.1950219738058516,0.12801473600503124
 ulasan17,pulsa,4,2.7213689734744655,0.3174230917675817
 ulasan17,ribu,2,3.883403088580071,0.2264819337201186
 ulasan17,sedot,2,4.474767574830074,0.26097059465082734
 ulasan17,seru,1,7.215607598755275,0.2104088507754171
 ulasan17,setia,1,4.91302250576123,0.14326491638061165
 ulasan17,sihh,1,6.810142490647111,0.19858539082988377
 ulasan17,sisa,1,4.2978368666709965,0.1253259553765729
 ulasan17,terkadang,1,5.200704578213011,0.15165379471480922
 ulasan17,tidak,2,2.039457866181446,0.11894216251508678
 ulasan17,tolong,2,2.506077397442941,0.14615563774315535
 ulasan17,tuh,1,5.4238481295272205,0.15816071427042191
 ulasan17,usaha,1,5.51085950651685,0.16069798692365386
 ulasan17,xl,3,1.5808179955860258,0.13829109739576145
 ulasan18,banyak,1,6.29931686688112,0.2813916846431962
 ulasan18,giga,1,5.962844630259907,0.26636140572576417
 ulasan18,harga,1,3.765620052923688,0.16821096522217463
 ulasan18,internet,1,3.0724728723637424,0.13724794860224473
 ulasan18,kuota,3,2.355795194393603,0.31570146053931086
 ulasan18,mahal,1,4.1475546636216585,0.18527205705149496
 ulasan18,minggu,1,4.507557397653065,0.20135344777147154
 ulasan18,orang,1,4.38239425469906,0.19576238632856582
 ulasan18,pikir,1,5.829313237635384,0.26039653297568605
 ulasan18,pintar,1,6.52246041819533,0.29135954959561594
 ulasan18,rakyat,1,6.810142490647111,0.30421036258368095
 ulasan18,realistis,1,7.215607598755275,0.32232256621554584
 ulasan18,sisa,1,4.2978368666709965,0.19198519169475692
 ulasan18,situ,1,5.6061696863211745,0.2504286680232663
 ulasan18,tidak,1,2.039457866181446,0.09110297145724541
 ulasan18,youtube,2,4.080113382826125,0.3645188843777401
 ulasan19,aplikasi,1,2.225175011976539,0.2485303942882147
 ulasan19,bagus,1,2.932021036894646,0.32747821651722264
 ulasan19,data,1,3.264363880173848,0.36459767787845654
 ulasan19,kasih,1,2.71579792842501,0.30332819950150547
 ulasan19,my,1,3.4428466606606367,0.38453246753288317
 ulasan19,nya,1,2.1625515887750675,0.24153596734374047
 ulasan19,paket,1,2.1950219738058516,0.24516259336234866
 ulasan19,suka,1,3.9967317738870745,0.44639604448284326
 ulasan19,terima,1,2.9599948889370524,0.33060262355956305
 ulasan19,xl,1,1.5808179955860258,0.1765619861926809
 ulasan20,autentikasi,1,7.215607598755275,0.5116762750406744
 ulasan20,gagal,1,4.612917913310891,0.3271132226423293
 ulasan20,login,1,5.200704578213011,0.36879460388423324
 ulasan20,masuk,1,3.1465808445174646,0.22313169661758953
 ulasan20,melulu,1,4.195182712610913,0.2974906041002116
 ulasan20,mohon,1,3.2082744135228043,0.2275065375648803
 ulasan20,otp,1,6.810142490647111,0.48292375859125736
 ulasan20,susah,1,3.781620394270129,0.26816389478992403
 ulasan21,aplikasi,3,2.225175011976539,0.412116962431376
 ulasan21,buka,1,3.172556330920725,0.1958593925128477
 ulasan21,copot,1,5.269697449699962,0.32532747524933625
 ulasan21,gak,1,2.7612603025017677,0.17046782121623805
 ulasan21,henti,2,5.13616605707544,0.6341676924563586
 ulasan21,myxl,1,3.4201184095830808,0.211142764430772
 ulasan21,pasang,1,5.269697449699962,0.32532747524933625
 ulasan21,tanggap,1,4.817712325956904,0.2974239417806435
 ulasan21,tidak,1,2.039457866181446,0.12590697754763616
 ulasan22,bukan,1,4.0169344812045935,0.22356212334125897
 ulasan22,cuman,1,4.576550269140016,0.254707489139861
 ulasan22,doang,1,4.773260563386071,0.2656553826816904
 ulasan22,habis,1,3.5520459526256287,0.1976887945497622
 ulasan22,hilang,2,3.2082744135228043,0.3571124415917796
 ulasan22,internet,2,3.0724728723637424,0.3419963967388743
 ulasan22,koneksi,1,4.541458949328746,0.2527544849261846
 ulasan22,lelet,1,3.1129642337184795,0.17325174140425623
 ulasan22,malam,1,4.38239425469906,0.24390175380835522
 ulasan22,menit,1,5.269697449699962,0.29328453245462244
 ulasan22,orang,1,4.38239425469906,0.24390175380835522
 ulasan22,pagi,1,5.343805421853684,0.2974090049071163
 ulasan22,rasa,1,6.810142490647111,0.3790178611549162
 ulasan23,aktif,3,3.6046896861110507,0.3890344746915592
 ulasan23,banding,1,5.6061696863211745,0.201681094062282
 ulasan23,banget,1,2.884874258468944,0.10378290869428362
 ulasan23,bijak,1,6.29931686688112,0.22661695750262867
 ulasan23,buang,1,5.343805421853684,0.19224257991424307
 ulasan23,budaya,1,7.215607598755275,0.2595803759546976
 ulasan23,bulan,1,4.773260563386071,0.1717173161948591
 ulasan23,cepat,1,3.9575110607337933,0.14237085303354974
 ulasan23,ga,1,3.274025791085585,0.11778257535539753
 ulasan23,guna,1,3.4428466606606367,0.1238558802286906
 ulasan23,isi,1,3.172556330920725,0.11413222709892386
 ulasan23,jual,2,5.962844630259907,0.4290248408600615
 ulasan23,kaget,1,7.215607598755275,0.2595803759546976
 ulasan23,kartu,1,3.264363880173848,0.11743498959320307
 ulasan23,kasih,1,2.71579792842501,0.09770041366982914
 ulasan23,provider,1,3.9967317738870745,0.14378181216986646
 ulasan23,ribu,1,3.883403088580071,0.13970483010899076
 ulasan23,rubah,1,6.810142490647111,0.24499383091899113
 ulasan23,saran,2,4.474767574830074,0.3219581534851356
 ulasan23,tenggang,1,5.962844630259907,0.21451242043003074
 ulasan23,terima,1,2.9599948889370524,0.10648536184628558
 ulasan23,tidak,1,2.039457866181446,0.07336918373145312
 ulasan23,tolong,1,2.506077397442941,0.09015574975446666
 ulasan24,aplikasi,1,2.225175011976539,0.1064049756481245
 ulasan24,bener,2,6.810142490647111,0.6513043171682029
 ulasan24,boros,1,5.269697449699962,0.25199007978713545
 ulasan24,ga,1,3.274025791085585,0.15655965607053396
 ulasan24,isi,1,3.172556330920725,0.1517075184275358
 ulasan24,kouta,1,4.689878954447019,0.22426391328982268
 ulasan24,myim,1,7.215607598755275,0.3450409728221737
 ulasan24,myxl,1,3.4201184095830808,0.1635456151209139
 ulasan24,pelit,1,6.116995310087166,0.29250676171820106
 ulasan24,pulsa,1,2.7213689734744655,0.13013232567936328
 ulasan24,ulang,1,3.9575110607337933,0.18924303292014608
 ulasan24,yata,1,7.215607598755275,0.3450409728221737
 ulasan25,aplikasi,1,2.225175011976539,0.20730363870119126
 ulasan25,baik,1,2.475032775760981,0.2305810992656296
 ulasan25,buka,1,3.172556330920725,0.295564379360962
 ulasan25,developer,1,5.6061696863211745,0.5222867275137947
 ulasan25,dipake,1,5.13616605707544,0.47849985141596363
 ulasan25,gin,1,3.689247074139114,0.34370075990446425
 ulasan25,myxl,1,3.4201184095830808,0.31862796736411453
 ulasan25,nya,1,2.1625515887750675,0.2014694623205846
 ulasan25,tolong,1,2.506077397442941,0.23347330459875337
 ulasan26,cepat,1,3.9575110607337933,0.3324746021384885
 ulasan26,kasih,2,2.71579792842501,0.4563139922465391
 ulasan26,layan,1,3.6320886602991656,0.30513552930936705
 ulasan26,mudah,1,4.474767574830074,0.37592985749684377
 ulasan26,sdh,1,5.075541435259004,0.42640149160120344
 ulasan26,terima,2,2.9599948889370524,0.4973444712742417
 ulasan26,xl,1,1.5808179955860258,0.13280615671567436
 ulasan27,cek,1,3.781620394270129,0.23125794168455244
 ulasan27,cepat,1,3.9575110607337933,0.24201420731860263
 ulasan27,dan,1,5.018383021419056,0.306889853322273
 ulasan27,kuota,1,2.355795194393603,0.14406426105361986
 ulasan27,lain,2,5.075541435259004,0.6207705390160916
 ulasan27,praktis,1,6.116995310087166,0.3740734386899888
 ulasan27,pulsa,1,2.7213689734744655,0.1664202436403915
 ulasan27,top,1,5.4238481295272205,0.3316853157298889
 ulasan27,up,1,5.4238481295272205,0.3316853157298889
 ulasan28,aktif,1,3.6046896861110507,0.20961248178143024
 ulasan28,aplikasi,2,2.225175011976539,0.25878757800182906
 ulasan28,astaga,1,6.52246041819533,0.37928066897044654
 ulasan28,buka,1,3.172556330920725,0.1844839539664038
 ulasan28,hapus,1,4.773260563386071,0.2775648058516287
 ulasan28,jelek,1,3.6602595372658615,0.21284386518113455
 ulasan28,kuota,1,2.355795194393603,0.13698934451091535
 ulasan28,login,1,5.200704578213011,0.30242064881523106
 ulasan28,menu,1,5.4238481295272205,0.3153964324907894
 ulasan28,nya,1,2.1625515887750675,0.12575224082396977
 ulasan28,parah,1,3.646074902273905,0.21201902953570193
 ulasan28,tidak,1,2.039457866181446,0.11859434848611349
 ulasan28,ttp,1,5.829313237635384,0.33897420339123574
 ulasan28,tunggu,1,4.412247217848741,0.2565719021889733
 ulasan28,unduh,1,4.353406717825807,0.2531503307603454
 ulasan28,unlimited,1,4.195182712610913,0.2439496146658976
 ulasan29,ambil,1,4.576550269140016,0.49751294632101034
 ulasan29,aplikasi,1,2.225175011976539,0.24189691168766836
 ulasan29,bonus,1,3.5912666657789103,0.3904035910987246
 ulasan29,isi,1,3.172556330920725,0.34488594131892725
 ulasan29,ulang,1,3.9575110607337933,0.43021771249846597
 ulasan29,unlimited,1,4.195182712610913,0.4560547986940879
 ulasan29,xl,1,1.5808179955860258,0.17184940016600436
 ulasan30,axis,1,5.6061696863211745,0.36665761626546123
 ulasan30,banget,1,2.884874258468944,0.1886780418753123
 ulasan30,beli,1,2.3674912341567946,0.15483988908921772
 ulasan30,nya,1,2.1625515887750675,0.14143632015385388
 ulasan30,nye,1,7.215607598755275,0.4719189090051723
 ulasan30,parah,1,3.646074902273905,0.23846248101532871
 ulasan30,semenjak,1,6.116995310087166,0.4000668985414429
 ulasan30,sinyal,2,2.340410275554124,0.3061374523898792
 ulasan30,sm,1,5.829313237635384,0.3812517664941831
 ulasan30,tingkat,1,4.03755376840733,0.2640661847749591
 ulasan30,tolong,1,2.506077397442941,0.1639037731885267
 ulasan30,xl,1,1.5808179955860258,0.10338947810041556
 ulasan31,ga,2,3.274025791085585,0.5317412598498389
 ulasan31,lambat,1,4.102092289544901,0.3331146211495889
 ulasan31,tutup,1,5.711530201979001,0.46381068126279285
 ulasan31,ubah,1,4.353406717825807,0.3535228676387257
 ulasan31,usaha,1,5.51085950651685,0.44751501115681497
 ulasan31,xl,2,1.5808179955860258,0.25674390069098785
 ulasan32,asa,1,5.6061696863211745,0.3015929801351693
 ulasan32,bobrok,1,6.52246041819533,0.35088632442519974
 ulasan32,buset,1,6.52246041819533,0.35088632442519974
 ulasan32,doang,1,4.773260563386071,0.2567852845742082
 ulasan32,gak,1,2.7612603025017677,0.1485464711480975
 ulasan32,hutan,1,6.29931686688112,0.3388819555950869
 ulasan32,internet,1,3.0724728723637424,0.16528865550067087
 ulasan32,jaring,1,2.3596786944200008,0.1269427379888306
 ulasan32,kota,1,4.817712325956904,0.2591766391524882
 ulasan32,nya,2,2.1625515887750675,0.23267593199902045
 ulasan32,sinyal,2,2.340410275554124,0.2518123243631349
 ulasan32,tinggal,2,4.474767574830074,0.48145474140680894
 ulasan33,bagus,1,2.932021036894646,0.17161335165261576
 ulasan33,ganti,1,3.9197707327509463,0.22942706914192937
 ulasan33,kartu,4,3.264363880173848,0.76426249258252
 ulasan33,pakai,1,2.5712166996139025,0.15049520794477642
 ulasan33,sinyal,1,2.340410275554124,0.13698593788244268
 ulasan33,th,1,6.52246041819533,0.3817644141371973
 ulasan33,utama,1,4.507557397653065,0.26383065572990316
 ulasan33,xl,3,1.5808179955860258,0.2775793261660378
 ulasan34,langgan,1,4.91302250576123,0.3982058757172134
 ulasan34,main,1,3.674648274717961,0.2978342827599347
 ulasan34,musik,1,7.215607598755275,0.5848329290828134
 ulasan34,potong,1,3.9769291465908947,0.3223344797681049
 ulasan34,suasana,1,6.52246041819533,0.5286525880173852
 ulasan34,tidak,1,2.039457866181446,0.16530030233706625
 ulasan35,aplikasi,1,2.225175011976539,0.15855574482549148
 ulasan35,bego,1,7.215607598755275,0.5141510357753295
 ulasan35,ga,2,3.274025791085585,0.4665840620080783
 ulasan35,kaya,1,4.245193133185574,0.3024929524812574
 ulasan35,maya,1,4.3252358408591105,0.3081964279673287
 ulasan35,orang,1,4.38239425469906,0.3122692738471621
 ulasan35,pesan,1,3.9197707327509463,0.2793048478125916
 ulasan35,respon,1,5.075541435259004,0.36165975634667086
 ulasan36,cs,1,4.773260563386071,0.42462617212764614
 ulasan36,daerah,1,3.9967317738870745,0.3555466733126966
 ulasan36,langsung,1,3.689247074139114,0.3281930333200846
 ulasan36,pesan,1,3.9197707327509463,0.34870026887559835
