Stopword Removal,Stemming
"['penarikan', 'pulsa', 'persetujuan', 'konsumen', 'tidak', 'merusak', 'citra', 'provider', 'xl', 'sms', 'nomor', 'dan lain lain', 'paket', 'telepon', 'harian', 'persetujuan', 'konsumen', 'uda', 'bentuk', 'kecurangan', 'stop', 'iya', 'gak', 'paket', 'harian', 'konsumen', 'gak', 'stok', 'pulsa', 'sim', 'kartu']",tari pulsa tuju konsumen tidak rusak citra provider xl sms nomor dan lain lain paket telepon hari tuju konsumen uda bentuk curang stop iya gak paket hari konsumen gak stok pulsa sim kartu
"['jaringan', 'xl', 'kadang', 'hilang', 'ngebuka', 'aplikasi', 'dimode', 'pesawat', 'gk', 'masuk', 'masuk', 'aplikasi', 'xl', 'gk', 'masuk', 'cek', 'informasi', 'nomor', 'tolong', 'diperbaiki', 'harga', 'harga', 'sewajarnya', 'gk', 'jaringan', 'diperbaiki', 'tolong', 'ditanggapi', 'terima kasih']",jaring xl kadang hilang ngebuka aplikasi mode pesawat gk masuk masuk aplikasi xl gk masuk cek informasi nomor tolong baik harga harga wajar gk jaring baik tolong tanggap terima kasih
"['saran', 'iya', 'pengaturan', 'paket', 'kuota', 'paket', 'kombo', 'hotdrod', 'mini', 'game', 'dan lain lain', 'paket', 'berbeda', 'mengatur', 'dipake', 'paketnya', 'berkurang', 'sesuai', 'tidak', 'berkurang', 'sesuai', 'tanggal', 'beli', 'sesuai', 'tanggal', 'beli', 'rugi', 'beli', 'paket', 'berbeda', 'paket', 'gk', 'kepakai']",saran iya atur paket kuota paket kombo hotdrod mini game dan lain lain paket beda atur dipake paket kurang sesuai tidak kurang sesuai tanggal beli sesuai tanggal beli rugi beli paket beda paket gk pakai
"['permisi', 'klik', 'pilih', 'bonus', 'tidak', 'respon', 'aplikasi', 'tidak', 'respon', 'unduh', 'ulang', 'lakukan', 'ulang', 'seluler', 'coba', 'udh', 'kali', 'coba', 'mohon', 'balesan']",permisi klik pilih bonus tidak respon aplikasi tidak respon unduh ulang laku ulang seluler coba udh kali coba mohon balesan
"['aplikasi', 'nya', 'terhenti', 'mendadak', 'tidak', 'respon', 'menukarkan', 'point', 'mengklaim', 'bonus', 'kuota', 'jaringan', 'operator', 'perbaiki', 'konsumen', 'puas']",aplikasi nya henti dadak tidak respon tukar point klaim bonus kuota jaring operator baik konsumen puas
"['tidak', 'paham', 'prioritas', 'xl', 'informasi', 'sales', 'seluler', 'iya', 'iya', 'tahunya', 'praktis', 'prioritas', 'xl', 'kendala', 'membayar', 'alfamart', 'tolong', 'bantu', 'iya', 'mas', 'kakak', 'terima kasih']",tidak paham prioritas xl informasi sales seluler iya iya tahu praktis prioritas xl kendala bayar alfamart tolong bantu iya mas kakak terima kasih
"['nilai', 'keunggulan', '&', 'kekurangan', 'kartu', 'xl', 'keunggulan', 'kartu', 'xl', 'unduh', 'streaming', 'sosial', 'media', 'enak', 'nilai', 'kekurangan', 'kartu', 'xl', 'main', 'game', 'jaringan', 'buruk', 'nilai', 'lebih baik', 'pakai', 'jaringan', 'wifi', 'stabil']",nilai unggul  kurang kartu xl unggul kartu xl unduh streaming sosial media enak nilai kurang kartu xl main game jaring buruk nilai lebih baik pakai jaring wifi stabil
"['tolong', 'maya', 'pesan', 'gak', 'bertele', 'tele', 'yaa', 'bingung', 'keluhan', 'bonus', 'kuota', 'aplikasinya', 'tidak', 'masuk', 'gak', 'klaim', 'si', 'maya', 'gak', 'kasih', 'solusinya']",tolong maya pesan gak tele tele yaa bingung keluh bonus kuota aplikasi tidak masuk gak klaim si maya gak kasih solusi
"['sedih', 'dibuka', 'susah', 'jaringan', 'bagus', 'restart', 'seluler', 'berkali', 'kali', 'pas', 'buka', 'myxl', 'masuk', 'sebentar', 'aktifin', 'paket', 'eeh', 'capek', 'bolak']",sedih buka susah jaring bagus restart seluler kali kali pas buka myxl masuk sebentar aktifin paket eeh capek bolak
"['disitu', 'tulisan', 'ambil', 'bonus', 'pas', 'ambil', 'bonusnya', 'tulisan', 'oops', 'kesalahan', 'proses', 'aktivasi', 'silahkan', 'tunggu', 'tetep', 'gak', 'tolong', 'xl', 'dibantu']",situ tulis ambil bonus pas ambil bonus tulis oops salah proses aktivasi silah tunggu tetep gak tolong xl bantu
"['terima kasih', 'xl', 'semenjak', 'gerai', 'aktifkan', 'sinyal', 'kencang', 'pekerjaan', 'membutuhkan', 'koneksi', 'internet', 'gak', 'terhambat', 'is', 'the', 'terbaik', 'pokok', 'nya', 'konsisten', 'pelayanan', 'menerus', 'salam', 'peningkatan']",terima kasih xl semenjak gerai aktif sinyal kencang kerja butuh koneksi internet gak hambat is the baik pokok nya konsisten layan terus salam tingkat
"['penangan', 'internet', 'xl', 'home', 'lambat', 'kali', 'internet', 'bermasalah', 'bersabar', 'menunggu', 'berhari', 'langsung', 'lapangan', 'aplikasi', 'mlh', 'gak', 'dibuka', 'klr', 'payah']",nang internet xl home lambat kali internet masalah sabar tunggu hari langsung lapang aplikasi mlh gak buka klr payah
"['pemain', 'tidak', 'rekomendasi', 'paket', 'xl', 'mllb', 'ff', 'jangan', 'ambil', 'gratis', 'main', 'game', 'jaringan', 'menghubungkan', 'peringkat', 'lebih baik', 'ambil', 'unlimited', 'youtube', 'ambil', 'gratis', 'game', 'gak', 'jaringan', 'penuh', 'parah']",main tidak rekomendasi paket xl mllb ff jangan ambil gratis main game jaring hubung peringkat lebih baik ambil unlimited youtube ambil gratis game gak jaring penuh parah
"['mengecewakan', 'tidak', 'pakai', 'pin', 'pakai', 'pin', 'dimana', 'suruh', 'pin', 'pin', 'nya', 'eh', 'gagal', 'melulu', 'puluhan', 'kali', 'tetep', 'gagal', 'bikin', 'emosi', 'tolong', 'perbaiki']",kecewa tidak pakai pin pakai pin mana suruh pin pin nya eh gagal melulu puluh kali tetep gagal bikin emosi tolong baik
"['pulsa', 'kepotong', 'berkurang', 'keterangan', 'nya', 'riwayat', 'transaksi', 'hilang', 'keterangan', 'nominal', 'ga', 'kecewa', 'mengaktifkan', 'fitur', 'kontrol', 'pulsa', 'pulsa', 'terpotong']",pulsa potong kurang terang nya riwayat transaksi hilang terang nominal ga kecewa aktif fitur kontrol pulsa pulsa potong
"['kualitas', 'internet', 'sih', 'bilang', 'terbaik', 'lag', 'detik', 'mengganggu', 'bermain', 'game', 'sms', 'diskon', 'buka', '*', '*', '*', 'tidak', 'diskon']",kualitas internet sih bilang baik lag detik ganggu main game sms diskon buka    tidak diskon
"['parah', 'masak', 'pakai', 'wifi', 'pulsa', 'tetep', 'kesedot', 'banget', 'pas', 'beli', 'paket', 'tu', 'pulsanya', 'giliran', 'pas', 'beli', 'gagal', 'pulsa', 'raip', 'proses', 'aktivasi', 'pakai', 'wifi']",parah masak pakai wifi pulsa tetep sedot banget pas beli paket tu pulsa gilir pas beli gagal pulsa raip proses aktivasi pakai wifi
"['ari', 'terbaru', 'menonaktifkan', 'error', 'kayak', 'gini', 'pulsa', 'dibiarin', 'habis', 'isi', 'ulang', 'error', 'melulu']",ari baru nonaktif error kayak gin pulsa dibiarin habis isi ulang error melulu
"['kuota', 'lelet', 'jaringan', 'xl', 'bikin', 'pusing', 'kuota', 'tidak', 'akumulasi', 'voucer', 'ekstra', 'kombo', 'lite', 'sisa', 'ditambah', 'voucer', 'gbnya', 'gak', 'mohon', 'pencerahan', 'terima kasih']",kuota lelet jaring xl bikin pusing kuota tidak akumulasi voucer ekstra kombo lite sisa tambah voucer gbnya gak mohon cerah terima kasih
"['paketan', 'xl', 'prioritas', 'kouta', 'sisa', 'akumulasi', 'kouta', 'reset', 'gak', 'lebih baik', 'gak', 'pakai', 'embel', 'kouta', 'xl', 'prioritas', 'anti', 'hangus', 'kouta', 'gak', 'pulsa', 'kepotong', 'stres']",paket xl prioritas kouta sisa akumulasi kouta reset gak lebih baik gak pakai embel kouta xl prioritas anti hangus kouta gak pulsa potong stres
"['lambat', 'pulsa', 'kepotong', 'suka', 'suka', 'nenek', 'moyang', 'mu', 'potong', 'pulsa', 'namanya', 'melanggar', 'hak', 'konsumen', 'menyisihkan', 'pulsa', 'jaringan', 'nya', 'lambat', 'xl', 'lambat']",lambat pulsa potong suka suka nenek moyang mu potong pulsa nama langgar hak konsumen sisih pulsa jaring nya lambat xl lambat
"['sinyal', 'lag', 'hilang', 'koneksi', 'pt', 'xl', 'tidak', 'mengurus', 'kecewa', 'beli', 'paket', 'mahal', 'sinyal', 'jelek', 'gini', 'tolong', 'secepat', 'perbaiki', 'terima kasih', '*', 'semoga', 'baca', 'tidak', 'tidak', 'mengurus', 'komentar', 'lalai', 'pertanggungjawaban', '*']",sinyal lag hilang koneksi pt xl tidak urus kecewa beli paket mahal sinyal jelek gin tolong cepat baik terima kasih  moga baca tidak tidak urus komentar lalai pertanggungjawaban 
"['xl', 'kencang', 'banget', 'sedot', 'paket', 'jaringan', 'paket', 'cepat', 'habis', 'beda', 'banget', 'plat', 'merah', 'aplikasi', 'terbaru', 'ga', 'perubahan', 'wa', 'banget', 'send', 'ga', 'bebas', 'menjelajah', 'vendornya', 'ga']",xl kencang banget sedot paket jaring paket cepat habis beda banget plat merah aplikasi baru ga ubah wa banget send ga bebas jelajah vendor ga
"['sinyalnya', 'jelek', 'emosi', 'main', 'game', 'pokoknya', 'jaringannya', 'diperbaikin', 'wilayah', 'berastagi', 'gk', 'diperbaikin', 'jangan', 'dijual', 'kartunya', 'konsumen', 'kecewa', 'terima', 'kasih', 'salam', 'kota', 'berastagi', 'kabupaten', 'karo']",sinyal jelek emosi main game pokok jaring diperbaikin wilayah berastagi gk diperbaikin jangan jual kartu konsumen kecewa terima kasih salam kota berastagi kabupaten karo
"['maaf', 'yah', 'xl', 'biarpun', 'kartu', 'sya', 'xl', 'bebas', 'angka', 'maaf', 'sya', 'alasan', 'sya', 'udh', 'bersabar', 'tenggang', 'minim', 'minggu', 'jaringan', 'gk', 'youtube', 'lancar', 'fb', 'ig', 'sosial', 'pesan', 'pesan', 'sulit', 'dibuka', 'merasukimu', 'selangkah', 'mundur', 'sya', 'pindah', 'haluan', 'kesebelah', 'si', 'merah', 'promonya', 'bombastis', 'gk', 'kaya', 'ku', 'relakan', 'nomor', 'digitku', 'hilang', 'bak', 'telan', 'bumi', 'semoga', 'xl', 'mundur']",maaf yah xl biarpun kartu sya xl bebas angka maaf sya alas sya udh sabar tenggang minim minggu jaring gk youtube lancar fb ig sosial pesan pesan sulit buka rasuk selang mundur sya pindah haluan belah si merah promonya bombastis gk kaya ku rela nomor digit hilang bak telan bumi moga xl mundur
"['malam', 'cuaca', 'hujan', 'jaringan', 'nya', 'putus', 'tolong', 'xl', 'kuat', 'server', 'nya', 'tidak', 'nyaman', 'kuota', 'data', 'nya', 'malam', 'cuaca', 'hujan', 'jaringan', 'server', 'nya', 'putus']",malam cuaca hujan jaring nya putus tolong xl kuat server nya tidak nyaman kuota data nya malam cuaca hujan jaring server nya putus
"['suka', 'error', 'salahan', 'mohon', 'tingkatkan', 'pelayanan', 'nya', 'my', 'xl', 'no', 'salahan']",suka error salah mohon tingkat layan nya my xl no salah
"['menikmati', 'kenyamanan', 'konsumen', 'prioritas', 'sinyalnya', 'ga', 'prioritas', 'tetep', 'dikasi', 'bintang', 'biar', 'pegawainya', 'bahagia', 'bahagia', 'bos', 'nya']",nikmat nyaman konsumen prioritas sinyal ga prioritas tetep kasi bintang biar pegawai bahagia bahagia bos nya
"['kesini', 'bukan', 'nya', 'bagus', 'buruk', 'jaringan', 'nya', 'kadang', 'hilang', 'kuota', 'xl', 'murah', 'banding', 'provider', 'yaitulan', 'sinyal', 'nya', 'tidak', 'stabil', 'daerah']",kesini bukan nya bagus buruk jaring nya kadang hilang kuota xl murah banding provider yaitulan sinyal nya tidak stabil daerah
"['aplikasi', 'gunanya', 'sih', 'paket', 'internet', 'ga', 'menu', 'pembelian', 'giliran', 'langsung', 'pesan', 'ga', 'jawabannya', 'bikin', 'aplikasi', 'jangan', 'suka', 'merugikan', 'konsumen', 'jaringan', 'ga', 'stabil', 'nonton', 'yutube', 'patah']",aplikasi guna sih paket internet ga menu beli gilir langsung pesan ga jawab bikin aplikasi jangan suka rugi konsumen jaring ga stabil nonton yutube patah
"['salah', 'pengguna', 'xl', 'berharap', 'sinyal', 'bagus', 'xl', 'error', 'sinyal', 'edge', 'lelet', 'ga', 'kerja', 'ga', 'orderan', 'rugikan', 'sapa', 'iya', 'kuota', 'jug', 'beli', 'ga', 'gratis', 'mikir', 'ga', 'iya', 'kayak', 'setingan', 'server']",salah guna xl harap sinyal bagus xl error sinyal edge lelet ga kerja ga order rugi sapa iya kuota jug beli ga gratis mikir ga iya kayak ting server
"['terbaru', 'aplikasi', 'tidak', 'beroperasi', 'coba', 'pulsa', 'terkuras', 'tidak', 'menghidupkan', 'jaringan', 'isi', 'kuota', 'tidak', 'coba', 'mohon', 'diperbaiki', 'terima kasih']",baru aplikasi tidak operasi coba pulsa kuras tidak hidup jaring isi kuota tidak coba mohon baik terima kasih
"['jaringan', 'xl', 'sampah', 'main', 'game', 'online', 'putus', 'daerah', 'pekanbaru', 'xl', 'sampah', 'jangan', 'hapus', 'postingan', 'perbaiki', 'layanan', 'parah', 'jaringan', 'tinggal', 'hutan']",jaring xl sampah main game online putus daerah pekanbaru xl sampah jangan hapus postingan baik layan parah jaring tinggal hutan
"['xl', 'toko', 'tidak', 'penawaran', 'tulisannya', 'nantikan', 'penawaran', 'rincian', 'detail', 'informasi', 'paket', 'data', 'beli', 'sial', '*', 'aplikasi', 'myxl', 'provider', 'sebelah', 'murah', 'mudah', 'lihat', 'wasalam', 'deh']",xl toko tidak tawar tulis nanti tawar rincian detail informasi paket data beli sial  aplikasi myxl provider belah murah mudah lihat wasalam deh
"['terbaru', 'fitur', 'my', 'pin', 'tidak', 'beli', 'paket', 'tidak', 'paket', 'idak', 'pin', 'fitur', 'error']",baru fitur my pin tidak beli paket tidak paket idak pin fitur error
"['kecewa', 'komplain', 'sengaja', 'bodoh', 'xl', 'peduli', 'tidak', 'muncul', 'pulsa', 'berkurang', 'data', 'seluler', 'tidak', 'diaktifkan', 'top', 'up', 'pulsa', 'sore', 'pulsa', 'berkurang', 'habis', 'sms', 'langganan', 'tidak', 'berlangganan', 'parah', 'mencoba', 'agen', 'xl', 'peduli', 'perpindahan', 'agen', 'diblokir', 'pesannya', 'tidak', 'muncul', 'terkirim']",kecewa komplain sengaja bodoh xl peduli tidak muncul pulsa kurang data seluler tidak aktif top up pulsa sore pulsa kurang habis sms langgan tidak langgan parah coba agen xl peduli pindah agen blokir pesan tidak muncul kirim
"['halo', 'kak', 'pandemi', 'sinyal', 'my', 'xl', 'ko', 'iya', 'pakai', 'kali', 'sinyal', 'banget', 'main', 'mohon', 'diperbaiki', 'iya']",halo kak pandemi sinyal my xl ko iya pakai kali sinyal banget main mohon baik iya
"['hello', 'pt', 'xl', 'axiata', 'tbk', 'pengguna', 'xl', 'nilai', 'kelancaran', 'kestabilan', 'sinyal', 'bagus', 'bermain', 'unduh', 'iya', 'paket', 'kouta', 'cuman', 'terbatas', 'maksimal', 'nya', 'mohon', 'pertingkatkan']",hello pt xl axiata tbk guna xl nilai lancar stabil sinyal bagus main unduh iya paket kouta cuman batas maksimal nya mohon tingkat
"['bukan', 'jaringan', 'aplikasi', 'my', 'xl', 'berat', 'susah', 'masuk', 'pindah', 'halaman', 'copot', 'rusak', 'mulu', 'tolonglah', 'perbaiki', 'sistem', 'aplikasi', 'my', 'xl', 'biar', 'gak', 'berat', 'terima', 'kasih']",bukan jaring aplikasi my xl berat susah masuk pindah halaman copot rusak mulu tolong baik sistem aplikasi my xl biar gak berat terima kasih
"['make', 'xl', 'bangga', 'banget', 'lancar', 'jaya', 'kesini', 'lambat', 'banget', 'sinyalnya', 'kuota', 'banget', 'ga', 'lancar', 'make', 'nya', 'kerasa', 'rugi', 'beli', 'kuota', 'gini', 'pas', 'pakai', 'kecewa']",make xl bangga banget lancar jaya kesini lambat banget sinyal kuota banget ga lancar make nya rasa rugi beli kuota gin pas pakai kecewa
"['aplikasi', 'memburuk', 'beli', 'kuota', 'tra', 'on', 'menunggu', 'menitan', 'sinyal', 'penuh', 'dashboard', 'ulang', 'pulsa', 'utuh', 'kuota', 'paket', 'kosong', 'aplikasi', 'xl', 'tunggu', 'sebentar', 'takut', 'beli', 'menunda', 'masuk', 'masuk', 'pembeliannya', 'buka', 'app', 'xl', 'beli', 'paket', 'langsung', 'berhasil', 'sms', 'pembelian', 'kuota', 'pas', 'cek', 'pembelian', 'ngeselin', 'rugi']",aplikasi buruk beli kuota tra on tunggu menit sinyal penuh dashboard ulang pulsa utuh kuota paket kosong aplikasi xl tunggu sebentar takut beli tunda masuk masuk beli buka app xl beli paket langsung hasil sms beli kuota pas cek beli ngeselin rugi
"['aplikasi', 'nya', 'bagus', 'banget', 'promo', 'bonus', 'kuota', 'isi', 'pulsa', 'aplikasi', 'top', 'up', 'voucer', 'game', 'gratis', 'fire', 'seluler', 'legenda', 'codm', 'pubg', 'seluler', 'ragnarok', 'harganya', 'murah', 'pokoknya', 'the', 'terbaik', 'gak', 'sesal', 'unduh', 'aplikasi', 'kembangin', 'aplikasi', 'iya', 'min', 'tambahkan', 'fitur', 'pembelian', 'kuota', 'xtra', 'kombo', 'diskon', 'semoga', 'mimin', 'sehat']",aplikasi nya bagus banget promo bonus kuota isi pulsa aplikasi top up voucer game gratis fire seluler legenda codm pubg seluler ragnarok harga murah pokok the baik gak sesal unduh aplikasi kembangin aplikasi iya min tambah fitur beli kuota xtra kombo diskon moga mimin sehat
"['permisi', 'pulsa', 'terpotong', 'internet', 'iya', 'tidak', 'internet', 'xl', 'mengisi', 'pulsa', 'tidak', 'masuk', 'tenggang', 'terkumpul', 'belikan', 'kuota', 'cek', 'riwayat', 'pulsa', 'terpotong', 'harinya', 'kecewa', 'xl', 'nomor', 'xl', 'kayaknya', 'biarkan', 'masuk', 'tenggang', 'menulis', 'fitur', 'langsung', 'pesan', 'tidak', 'membantu']",permisi pulsa potong internet iya tidak internet xl isi pulsa tidak masuk tenggang kumpul belikan kuota cek riwayat pulsa potong hari kecewa xl nomor xl kayak biar masuk tenggang tulis fitur langsung pesan tidak bantu
"['kuota', 'paket', 'hilang', 'sih', 'tanggal', 'limitnya', 'emang', 'gtu', 'yah', 'beli', 'paket', 'otomatis', 'paket', 'kehapus', 'kuota', 'mohon', 'bantuannya']",kuota paket hilang sih tanggal limit emang gtu yah beli paket otomatis paket hapus kuota mohon bantu
"['aplikasi', 'nya', 'ribet', 'kali', 'buka', 'my', 'xl', 'nya', 'terbaru', 'buka', 'aplikasi', 'nya', 'beda', 'kaya', 'aplikasi', 'nya', 'kuning', 'merah', 'cepat', 'my', 'xl', 'susah', 'nya', 'ampun', 'lelet', 'jaringan', 'kasih', 'hotspot', 'si', 'merah', 'ayo', 'tingkatkan', 'kualitas', 'aplikasi', 'nya']",aplikasi nya ribet kali buka my xl nya baru buka aplikasi nya beda kaya aplikasi nya kuning merah cepat my xl susah nya ampun lelet jaring kasih hotspot si merah ayo tingkat kualitas aplikasi nya
"['aplikasi', 'tolol', 'terbaru', 'an', 'error', 'aplikasinya', 'an', 'meningkatkan', 'check', 'kuota', 'susah', 'otak', 'woi', 'otak']",aplikasi tolol baru an error aplikasi an tingkat check kuota susah otak woi otak
"['iya', 'isi', 'pulsa', 'matikan', 'data', 'seluler', 'pulsa', 'nya', 'berkurang', 'tidak', 'mengaktifkan', 'paket', 'data', 'masuk', 'aplikasi', 'my', 'xl', 'banget', 'kecewa', 'pakai', 'xl']",iya isi pulsa mati data seluler pulsa nya kurang tidak aktif paket data masuk aplikasi my xl banget kecewa pakai xl
"['berduka', 'cita', 'matinya', 'jaringan', 'xl', 'super', 'lelet', 'super', 'busuk', 'beli', 'paket', 'dipake', 'bukan', 'koleksi', 'jaringan', 'kaya', 'sampah', 'rugi', 'pakai', 'xl', 'pelayanan', 'super', 'busuk', 'mengecewakan']",duka cita mati jaring xl super lelet super busuk beli paket dipake bukan koleksi jaring kaya sampah rugi pakai xl layan super busuk kecewa
"['suka', 'banget', 'ui', 'nya', 'nyaman', 'pakai', 'app', 'nya', 'promo', 'gampang', 'langsung', 'dipasang', 'banner', 'beranda', 'ui', 'desain', 'salah', 'inspirasi', 'ku', 'kerja', 'projek', 'ui', 'ux', 'terima kasih', 'menginspirasi', 'kendala', 'sih', 'suka', 'pakai', 'aplikasi']",suka banget ui nya nyaman pakai app nya promo gampang langsung pasang banner beranda ui desain salah inspirasi ku kerja projek ui ux terima kasih inspirasi kendala sih suka pakai aplikasi
"['jaringan', 'nya', 'lumayan', 'bagus', 'aplikasi', 'nya', 'ga', 'sambung', 'sambung', 'iya', 'beli', 'kuota', 'cek', 'kode', 'keypad', 'lumayan', 'aplikasi', 'ga']",jaring nya lumayan bagus aplikasi nya ga sambung sambung iya beli kuota cek kode keypad lumayan aplikasi ga
"['kartu', 'xl', 'sayang', 'kecepatan', 'internet', 'kalah', 'indosat', 'tinggal', 'mempengaruhi', 'tinggalnya', 'dikota', 'jaringan', 'merata', 'beli', 'pulsa', 'xl', 'memperperpanjang', 'aktif', 'plus', 'aktivasi', 'no', 'wa', 'tambahan']",kartu xl sayang cepat internet kalah indosat tinggal pengaruh tinggal kota jaring rata beli pulsa xl panjang aktif plus aktivasi no wa tambah
"['tidak', 'rekomendasi', 'paket', 'game', 'xl', 'gak', 'bener', 'seluler', 'data', 'aktif', 'restart', 'lelet', 'parah', 'pertandingan', 'mengakibatkan', 'kerugian', 'pengguna', 'saran', 'pindah', 'paket', 'game', 'telkomsel', 'jaringan', 'normal', 'lancar']",tidak rekomendasi paket game xl gak bener seluler data aktif restart lelet parah tanding akibat rugi guna saran pindah paket game telkomsel jaring normal lancar
"['yth', 'tolong', 'diperbaiki', 'layanan', 'kartu', 'xl', 'memotong', 'pulsa', 'diluar', 'paket', 'data', 'dinonaktif', 'maaf', 'bintang', 'iya', 'terima', 'kasih']",yth tolong baik layan kartu xl potong pulsa luar paket data nonaktif maaf bintang iya terima kasih
"['ga', 'masuk', 'aplikasi', 'nama', 'loh', 'indonesia', 'jangan', 'mengecewakan', 'suruh', 'ambil', 'bonus', 'kuota', 'isi', 'pulsa', 'arahkan', 'aplikasi', 'tidak', 'buka', 'lucu', 'tolong', 'perbaiki']",ga masuk aplikasi nama loh indonesia jangan kecewa suruh ambil bonus kuota isi pulsa arah aplikasi tidak buka lucu tolong baik
"['pakai', 'kartu', 'berkategori', 'biz', 'promo', 'beranda', 'udh', 'tidak', 'udh', 'tidak', 'pilihan', 'beranda', 'geser', 'sabar', 'kartu', 'xl', 'jaringan', 'susah', 'iya', 'iklim', 'berpengaruh', 'sabar', 'berbulan', 'pakai', 'kuota', 'belajarnya', 'sinyalnya', 'gitu', 'susah']",pakai kartu kategori biz promo beranda udh tidak udh tidak pilih beranda geser sabar kartu xl jaring susah iya iklim pengaruh sabar bulan pakai kuota ajar sinyal gitu susah
